File,Line,Method,RawQuery,Classification
apps/api/src/operations/operations.scheduler.ts,256,runAsSystem,,"UNSAFE"
apps/api/src/operations/operations.scheduler.ts,325,runAsSystem,,"UNSAFE"
apps/api/src/operations/alerts/alert-engine.service.ts,68,runAsSystem,,"UNSAFE"
apps/api/src/operations/alerts/alert-engine.service.ts,74,runAsSystem,,"UNSAFE"
apps/api/src/operations/alerts/alert-engine.service.ts,91,runAsSystem,,"UNSAFE"
apps/api/src/operations/alerts/alert-engine.service.ts,251,runAsSystem,,"UNSAFE"
apps/api/src/operations/alerts/alert-engine.service.ts,272,runAsSystem,,"UNSAFE"
apps/api/src/operations/dashboard/operations-dashboard.service.ts,121,runAsSystem,,"UNSAFE"
apps/api/src/operations/dashboard/operations-dashboard.service.ts,134,runAsSystem,,"UNSAFE"
apps/api/src/operations/dashboard/operations-dashboard.service.ts,152,runAsSystem,,"UNSAFE"
apps/api/src/operations/dashboard/operations-dashboard.service.ts,172,runAsSystem,,"UNSAFE"
apps/api/src/operations/dashboard/operations-dashboard.service.ts,206,runAsSystem,,"UNSAFE"
apps/api/src/operations/performance/performance-platform.service.ts,35,runAsSystem,,"UNSAFE"
apps/api/src/operations/performance/performance-platform.service.ts,64,runAsSystem,,"UNSAFE"
apps/api/src/operations/performance/performance-platform.service.ts,118,runAsSystem,,"UNSAFE"
apps/api/src/operations/backup/backup-recovery.service.ts,40,runAsSystem,,"UNSAFE"
apps/api/src/operations/backup/backup-recovery.service.ts,135,runAsSystem,,"UNSAFE"
apps/api/src/operations/backup/backup-recovery.service.ts,254,runAsSystem,,"UNSAFE"
apps/api/src/operations/backup/backup-recovery.service.ts,259,runAsSystem,,"UNSAFE"
apps/api/src/operations/logging/logging-platform.service.ts,89,runAsSystem,,"UNSAFE"
apps/api/src/operations/logging/logging-platform.service.ts,147,runAsSystem,,"UNSAFE"
apps/api/src/operations/logging/logging-platform.service.ts,180,runAsSystem,,"UNSAFE"
apps/api/src/operations/logging/logging-platform.service.ts,252,runAsSystem,,"UNSAFE"
apps/api/src/operations/incidents/incident-management.service.ts,52,runAsSystem,,"UNSAFE"
apps/api/src/operations/incidents/incident-management.service.ts,103,runAsSystem,,"UNSAFE"
apps/api/src/operations/incidents/incident-management.service.ts,116,runAsSystem,,"UNSAFE"
apps/api/src/operations/incidents/incident-management.service.ts,167,runAsSystem,,"UNSAFE"
apps/api/src/operations/incidents/incident-management.service.ts,209,runAsSystem,,"UNSAFE"
apps/api/src/operations/incidents/incident-management.service.ts,234,runAsSystem,,"UNSAFE"
apps/api/src/integrations/sync/sync-engine.processor.ts,32,runAsSystem,,"UNSAFE"
apps/api/src/integrations/sync/sync-engine.processor.ts,71,runAsSystem,,"UNSAFE"
apps/api/src/integrations/sync/sync-engine.processor.ts,87,runAsSystem,,"UNSAFE"
apps/api/src/integrations/sync/sync-engine.processor.ts,102,runAsSystem,,"UNSAFE"
apps/api/src/integrations/sync/sync-engine.processor.ts,113,runAsSystem,,"UNSAFE"
apps/api/src/integrations/webhooks/webhook.controller.ts,42,runAsSystem,,"UNSAFE"
apps/api/src/integrations/webhooks/webhook.controller.ts,57,runAsSystem,,"UNSAFE"
apps/api/src/integrations/gateway/gateway.controller.ts,49,runAsSystem,,"UNSAFE"
apps/api/src/integrations/gateway/gateway.controller.ts,68,runAsSystem,,"UNSAFE"
apps/api/src/integrations/gateway/gateway.controller.ts,104,runAsSystem,,"UNSAFE"
apps/api/src/common/guards/dlp.guard.ts,28,runAsSystem,,"UNSAFE"
apps/api/src/common/guards/dlp.guard.ts,43,runAsSystem,,"UNSAFE"
apps/api/src/common/guards/require-approval.guard.ts,44,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/oauth2.service.ts,81,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/oauth2.service.ts,117,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/oauth2.service.ts,147,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/oauth2.service.ts,172,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/oauth2.service.ts,183,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/api-keys.service.ts,78,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/api-keys.service.ts,95,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/pat.service.ts,76,runAsSystem,,"UNSAFE"
apps/api/src/iam/services/pat.service.ts,93,runAsSystem,,"UNSAFE"
apps/api/src/iam/guards/abac.guard.ts,46,runAsSystem,,"UNSAFE"
apps/api/src/simulator/simulator.service.ts,184,runAsSystem,,"UNSAFE"
apps/api/src/ai/anomaly/anomaly.service.ts,31,runAsSystem,,"UNSAFE"
apps/api/src/ai/memory/memory.service.ts,118,runAsSystem,,"UNSAFE"
apps/api/src/ai/copilot/copilot-chat.service.ts,43,runAsSystem,,"UNSAFE"
apps/api/src/ai/copilot/copilot.service.ts,39,runAsSystem,,"UNSAFE"
apps/api/src/ai/platform/model-router.service.ts,90,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/warehouse.agent.ts,28,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/analytics.agent.ts,29,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/analytics.agent.ts,32,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/analytics.agent.ts,35,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/finance.agent.ts,28,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/marketplace.agent.ts,28,runAsSystem,,"UNSAFE"
apps/api/src/ai/agents/specialized/integration.agent.ts,20,runAsSystem,,"UNSAFE"
apps/api/src/ai/observability/observability.service.ts,58,runAsSystem,,"UNSAFE"
apps/api/src/ai/rag/rag.service.ts,124,runAsSystem,,"UNSAFE"
apps/api/src/ai/rag/embedding-pipeline.service.ts,48,runAsSystem,,"UNSAFE"
apps/api/src/ai/rag/embedding-pipeline.service.ts,64,runAsSystem,,"UNSAFE"
apps/api/src/ai/knowledge/knowledge-graph.service.ts,339,runAsSystem,,"UNSAFE"
apps/api/src/ai/workflow/workflow-execution.service.ts,395,runAsSystem,,"UNSAFE"
apps/api/src/ai/workflow/workflow-execution.service.ts,399,runAsSystem,,"UNSAFE"
apps/api/src/ai/governance/governance.service.ts,118,runAsSystem,,"UNSAFE"
apps/api/src/ai/governance/governance.service.ts,129,runAsSystem,,"UNSAFE"
apps/api/src/ai/governance/governance.service.ts,152,runAsSystem,,"UNSAFE"
apps/api/src/workflow/engine/trigger.service.ts,29,runAsSystem,,"UNSAFE"
apps/api/src/data-lifecycle/retention.service.ts,94,runAsSystem,,"UNSAFE"
apps/api/src/data-lifecycle/retention.service.ts,114,runAsSystem,,"UNSAFE"
apps/api/src/data-lifecycle/retention.service.ts,137,runAsSystem,,"UNSAFE"
apps/api/src/data-lifecycle/retention.service.ts,162,runAsSystem,,"UNSAFE"
apps/api/src/data-lifecycle/retention.service.ts,185,runAsSystem,,"UNSAFE"
apps/api/src/data-lifecycle/retention.service.ts,213,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/lifecycle/lifecycle.controller.ts,19,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/lifecycle/lifecycle.controller.ts,30,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/webhooks/webhook.service.ts,52,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/webhooks/webhook.service.ts,133,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/webhooks/webhook.processor.ts,72,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/webhooks/webhook.processor.ts,95,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/webhooks/webhook.processor.ts,138,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/webhooks/webhook.processor.ts,151,runAsSystem,,"UNSAFE"
apps/api/src/api-platform/analytics/api-analytics.interceptor.ts,43,runAsSystem,,"UNSAFE"
apps/api/src/automation/execution/execution.service.ts,24,runAsSystem,,"UNSAFE"
apps/api/src/automation/execution/execution.service.ts,40,runAsSystem,,"UNSAFE"
apps/api/src/automation/execution/execution.service.ts,57,runAsSystem,,"UNSAFE"
apps/api/src/automation/execution/execution.service.ts,87,runAsSystem,,"UNSAFE"
apps/api/src/automation/execution/execution.service.ts,101,runAsSystem,,"UNSAFE"
apps/api/src/automation/execution/execution.service.ts,121,runAsSystem,,"UNSAFE"
apps/api/src/fleet/iot/iot.service.ts,19,runAsSystem,,"UNSAFE"
apps/api/src/warehouse/engine/warehouse-master.service.ts,37,runAsSystem,,"UNSAFE"
apps/api/src/warehouse/engine/warehouse-master.service.ts,51,runAsSystem,,"UNSAFE"
apps/api/src/saas/tenant/tenant-onboarding.service.ts,21,runAsSystem,,"UNSAFE"
apps/api/src/saas/tenant/tenant-onboarding.service.ts,49,runAsSystem,,"UNSAFE"
apps/api/src/saas/tenant/tenant-provisioning.service.ts,15,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,16,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,24,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,42,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,48,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,61,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,76,runAsSystem,,"UNSAFE"
apps/api/src/saas/billing/billing.service.ts,133,runAsSystem,,"UNSAFE"
apps/api/src/companies/companies.service.ts,23,runAsSystem,,"UNSAFE"
apps/api/src/companies/companies.service.ts,72,runAsSystem,,"UNSAFE"
apps/api/src/companies/companies.service.ts,80,runAsSystem,,"UNSAFE"
apps/api/src/companies/companies.service.ts,87,runAsSystem,,"UNSAFE"
apps/api/src/companies/companies.service.ts,105,runAsSystem,,"UNSAFE"
apps/api/src/companies/companies.service.ts,134,runAsSystem,,"UNSAFE"
apps/api/src/billing/stripe.controller.ts,66,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/notification.controller.ts,37,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/notification.controller.ts,68,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/notification.controller.ts,89,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/notification.controller.ts,104,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/notification.controller.ts,119,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/notification.controller.ts,134,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/preferences.controller.ts,18,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/preferences.controller.ts,25,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/preferences.controller.ts,45,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/announcement.controller.ts,18,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/announcement.controller.ts,35,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/inbox.controller.ts,22,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/inbox.controller.ts,53,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/inbox.controller.ts,78,runAsSystem,,"UNSAFE"
apps/api/src/communications/controllers/inbox.controller.ts,89,runAsSystem,,"UNSAFE"
apps/api/src/communications/engine/notification-orchestrator.service.ts,226,runAsSystem,,"UNSAFE"
apps/api/src/communications/engine/delivery.processor.ts,32,runAsSystem,,"UNSAFE"
apps/api/src/communications/engine/delivery.processor.ts,68,runAsSystem,,"UNSAFE"
apps/api/src/communications/engine/delivery.processor.ts,88,runAsSystem,,"UNSAFE"
apps/api/src/analytics/analytics.controller.ts,54,runAsSystem,,"UNSAFE"
apps/api/src/analytics/analytics.controller.ts,104,runAsSystem,,"UNSAFE"
apps/api/src/analytics/analytics.controller.ts,119,runAsSystem,,"UNSAFE"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,14,queryRaw,"    $queryRaw","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,37,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([{ id","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,44,queryRaw,"      // Verify $queryRaw was called with params","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,45,queryRaw,"      const args = mockPrisma.$queryRaw.mock.calls[0];","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,58,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,68,queryRaw,"      const args = mockPrisma.$queryRaw.mock.calls[0];","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,79,queryRaw,"      mockPrisma.$queryRaw.mockRejectedValue(new Error('DB Error'));","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,90,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.spec.ts,94,queryRaw,"      const args = mockPrisma.$queryRaw.mock.calls[0];","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.ts,141,queryRaw,"          tx.$queryRaw<{ id","SUSPICIOUS"
apps/api/src/platform/mdm/mdm-search.service.ts,56,queryRaw,"          tx.$queryRaw<Record<string, unknown>[]>`","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,13,queryRaw,"    $queryRaw","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,33,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,49,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,61,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,69,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,81,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,92,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,103,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([]);","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,118,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,133,queryRaw,"      mockPrisma.$queryRaw.mockResolvedValue([{ id","SUSPICIOUS"
apps/api/src/platform/mdm/data-quality-engine.service.spec.ts,151,queryRaw,"      // No PAN, GSTIN, email, phone, etc. — $queryRaw should not be called with conditions","SUSPICIOUS"
apps/api/src/platform/api/health.service.ts,121,queryRaw,"        this.prisma.runAsSystem(async (tx) => tx.$queryRaw`SELECT 1`),","SUSPICIOUS"
apps/api/src/prisma/prisma.service.ts,293,queryRaw,"    const configResult = await tx.$queryRaw<{ current_company_id","SUSPICIOUS"
apps/api/src/operations/health/enterprise-health.service.ts,194,queryRaw,"      await this.prisma.runAsSystem(async (tx) => tx.$queryRaw`SELECT 1`);","SUSPICIOUS"
apps/api/src/ai/copilot/sql-generator.service.ts,56,queryRaw,"        tx.$queryRawUnsafe(sanitizedQuery, companyId),","SUSPICIOUS"
apps/api/src/ai/copilot/sql-generator.service.ts,120,queryRaw,"    // Note","SUSPICIOUS"
apps/api/src/tracking/tracking.service.ts,30,queryRaw,"        latestLocations = await tx.$queryRaw<any[]>`","SUSPICIOUS"
apps/api/src/prisma/prisma.service.ts,232,executeRaw,"      await tx.$executeRaw`SELECT set_config('app.current_company_id', ${companyId}, true)`;","SUSPICIOUS"
apps/api/src/prisma/prisma.service.ts,257,executeRaw,"      await tx.$executeRaw`SELECT set_config('app.bypass_rls', 'on', true)`;","SUSPICIOUS"
