Controller,Route,AuthType,Permissions
customers.controller.ts,,AUTH,  @Post()
customers.controller.ts,,AUTH,  @Post()
customers.controller.ts,,AUTH,  @Post()
customers.controller.ts,,AUTH,  @Post()
customers.controller.ts,':id',AUTH,  @Post()
customers.controller.ts,'id',AUTH,  @Post()
customers.controller.ts,':id',AUTH,  @Post()
customers.controller.ts,,AUTH,  @Post()
customers.controller.ts,':id',AUTH,  @Post()
customers.controller.ts,'id',AUTH,  @Post()
loads.controller.ts,,AUTH,  @Post()
loads.controller.ts,,AUTH,  @Post()
loads.controller.ts,,AUTH,  @Post()
loads.controller.ts,,AUTH,  @Post()
loads.controller.ts,':id',AUTH,  @Post()
loads.controller.ts,'id',AUTH,  @Post()
loads.controller.ts,':id',AUTH,  @Post()
loads.controller.ts,,AUTH,  @Post()
loads.controller.ts,':id',AUTH,  @Post()
loads.controller.ts,'id',AUTH,  @Post()
comments.controller.ts,':entityType/:entityId',AUTH,
comments.controller.ts,,AUTH,
comments.controller.ts,':entityType/:entityId',AUTH,
comments.controller.ts,,AUTH,
comments.controller.ts,':id',AUTH,
comments.controller.ts,,AUTH,
reporting.controller.ts,'templates',AUTH,
reporting.controller.ts,'templates',AUTH,
reporting.controller.ts,'templates/:id/execute',AUTH,
reporting.controller.ts,'schedules',AUTH,
reporting.controller.ts,'executions',AUTH,
developer.controller.ts,,AUTH,
developer.controller.ts,,AUTH,
developer.controller.ts,':id',AUTH,
developer.controller.ts,':id',AUTH,
developer.controller.ts,':id/rotate-secret',AUTH,
developer.controller.ts,':id',AUTH,
vendors.controller.ts,,AUTH,  @Post()
vendors.controller.ts,,AUTH,  @Post()
vendors.controller.ts,,AUTH,  @Post()
vendors.controller.ts,,AUTH,  @Post()
vendors.controller.ts,':id',AUTH,  @Post()
vendors.controller.ts,'id',AUTH,  @Post()
vendors.controller.ts,':id',AUTH,  @Post()
vendors.controller.ts,,AUTH,  @Post()
vendors.controller.ts,':id',AUTH,  @Post()
vendors.controller.ts,'id',AUTH,  @Post()
purchase-order.controller.ts,,AUTH,  @Post()
purchase-order.controller.ts,,AUTH,  @Post()
purchase-order.controller.ts,,AUTH,  @Post()
purchase-order.controller.ts,,AUTH,  @Post()
purchase-order.controller.ts,':id/receive',AUTH,  @Post()
purchase-order.controller.ts,,AUTH,  @Post()
payments.controller.ts,,AUTH,
payments.controller.ts,,AUTH,
payments.controller.ts,'invoices/:invoiceId',AUTH,
payments.controller.ts,,AUTH,
payments.controller.ts,,AUTH,
payments.controller.ts,,AUTH,
ledger.controller.ts,'chart-of-accounts',AUTH,  @Get('chart-of-accounts')
ledger.controller.ts,,AUTH,  @Get('chart-of-accounts')
ledger.controller.ts,'trial-balance',AUTH,  @Get('chart-of-accounts')
ledger.controller.ts,,AUTH,  @Get('chart-of-accounts')
ledger.controller.ts,'profit-and-loss',AUTH,  @Get('chart-of-accounts')
ledger.controller.ts,,AUTH,  @Get('chart-of-accounts')
barcode.controller.ts,'scan',AUTH,
gst-rule.controller.ts,,AUTH,
gst-rule.controller.ts,,AUTH,
gst-rule.controller.ts,':id',AUTH,
gst-rule.controller.ts,':id',AUTH,
gst-rule.controller.ts,':id',AUTH,
attendance.controller.ts,,AUTH,
attendance.controller.ts,,AUTH,
attendance.controller.ts,':id',AUTH,
attendance.controller.ts,':id',AUTH,
attendance.controller.ts,':id',AUTH,
drivers.controller.ts,,AUTH,  @Post()
drivers.controller.ts,,AUTH,  @Post()
drivers.controller.ts,,AUTH,  @Post()
drivers.controller.ts,,AUTH,  @Post()
drivers.controller.ts,':id',AUTH,  @Post()
drivers.controller.ts,'id',AUTH,  @Post()
drivers.controller.ts,':id',AUTH,  @Post()
drivers.controller.ts,,AUTH,  @Post()
drivers.controller.ts,':id',AUTH,  @Post()
drivers.controller.ts,'id',AUTH,  @Post()
broker.controller.ts,'carriers',AUTH,  @Post('carriers')
broker.controller.ts,,AUTH,  @Post('carriers')
broker.controller.ts,'carriers',AUTH,  @Post('carriers')
broker.controller.ts,,AUTH,  @Post('carriers')
broker.controller.ts,'load-board/:tripId',AUTH,  @Post('carriers')
broker.controller.ts,,AUTH,  @Post('carriers')
broker.controller.ts,'load-board',AUTH,  @Post('carriers')
broker.controller.ts,,AUTH,  @Post('carriers')
broker.controller.ts,'load-board/:loadId/bids',AUTH,  @Post('carriers')
broker.controller.ts,,AUTH,  @Post('carriers')
broker.controller.ts,'bids/:bidId/accept',AUTH,  @Post('carriers')
broker.controller.ts,,AUTH,  @Post('carriers')
chat.controller.ts,'channels',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'channels',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'channels/:channelId/messages',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'channels/:channelId/messages',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'messages/:messageId',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'messages/:messageId',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'messages/:messageId/reactions',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'messages/:messageId/reactions/:emoji',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'channels/:channelId/join',AUTH,
chat.controller.ts,,AUTH,
chat.controller.ts,'dm/:otherUserId',AUTH,
chat.controller.ts,,AUTH,
invoices.controller.ts,,AUTH,  @Get()
invoices.controller.ts,,AUTH,  @Get()
invoices.controller.ts,':id',AUTH,  @Get()
invoices.controller.ts,'id',AUTH,  @Get()
invoices.controller.ts,,AUTH,  @Get()
invoices.controller.ts,,AUTH,  @Get()
invoices.controller.ts,':id/status',AUTH,  @Get()
invoices.controller.ts,,AUTH,  @Get()
driver-intelligence.controller.ts,':id/score',AUTH,  @Get(':id/score')
gps.controller.ts,'ingest',AUTH,  @Post('ingest')
gps.controller.ts,,AUTH,  @Post('ingest')
dispatch-ai.controller.ts,':loadId/recommend',AUTH,  @Post(':loadId/recommend')
lin.controller.ts,'benchmarks',AUTH,
eta-intelligence.controller.ts,'predict',AUTH,  @Get('predict')
fleet-intelligence.controller.ts,'kpis',AUTH,  @Get('kpis')
occ.controller.ts,'fleet-map',AUTH,  @Get('fleet-map')
occ.controller.ts,,AUTH,  @Get('fleet-map')
occ.controller.ts,'timeline/:twinId',AUTH,  @Get('fleet-map')
occ.controller.ts,,AUTH,  @Get('fleet-map')
occ.controller.ts,'fleet-tree',AUTH,  @Get('fleet-map')
occ.controller.ts,,AUTH,  @Get('fleet-map')
occ.controller.ts,'anomalies',AUTH,  @Get('fleet-map')
occ.controller.ts,,AUTH,  @Get('fleet-map')
occ.controller.ts,'timeline',AUTH,  @Get('fleet-map')
occ.controller.ts,,AUTH,  @Get('fleet-map')
auth.controller.ts,'login',AUTH,
auth.controller.ts,'register',AUTH,
auth.controller.ts,'refresh',AUTH,
auth.controller.ts,'logout',AUTH,
auth.controller.ts,'logout-all',AUTH,
auth.controller.ts,'webauthn/register/generate-options',AUTH,
auth.controller.ts,'webauthn/register/verify',AUTH,
auth.controller.ts,'webauthn/authenticate/generate-options',AUTH,
auth.controller.ts,'webauthn/authenticate/verify',AUTH,
auth.controller.ts,'me',AUTH,
auth.controller.ts,'sessions',AUTH,
auth.controller.ts,'sessions/:id/revoke',AUTH,
auth.controller.ts,'mfa/setup',AUTH,
auth.controller.ts,'mfa/verify-setup',AUTH,
admin-sso.controller.ts,,AUTH,
admin-sso.controller.ts,,AUTH,
admin-sso.controller.ts,':idpId',AUTH,
admin-sso.controller.ts,':idpId',AUTH,
sso.controller.ts,'login/:idpId',AUTH,
sso.controller.ts,'callback/saml/:idpId',AUTH,
sso.controller.ts,'callback/oidc/:idpId',AUTH,
sso.controller.ts,'callback/oidc/:idpId',AUTH,
webhook-platform.controller.ts,'deliveries',AUTH,  @Get('deliveries')
webhook-platform.controller.ts,,AUTH,  @Get('deliveries')
webhook-platform.controller.ts,'deliveries/:id',AUTH,  @Get('deliveries')
webhook-platform.controller.ts,,AUTH,  @Get('deliveries')
webhook-platform.controller.ts,'deliveries/:id/replay',AUTH,  @Get('deliveries')
webhook-platform.controller.ts,,AUTH,  @Get('deliveries')
webhook-platform.controller.ts,'metrics',AUTH,  @Get('deliveries')
webhook-platform.controller.ts,,AUTH,  @Get('deliveries')
data-mapping.controller.ts,'templates',AUTH,  @Post('templates')
data-mapping.controller.ts,,AUTH,  @Post('templates')
data-mapping.controller.ts,'templates',AUTH,  @Post('templates')
data-mapping.controller.ts,,AUTH,  @Post('templates')
data-mapping.controller.ts,'templates/:id',AUTH,  @Post('templates')
data-mapping.controller.ts,,AUTH,  @Post('templates')
data-mapping.controller.ts,'preview',AUTH,  @Post('templates')
data-mapping.controller.ts,,AUTH,  @Post('templates')
developer-platform.controller.ts,'openapi.json',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'versions',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'sdk/:language',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'sample',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'oauth/clients',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,,AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'oauth/clients',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,,AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'oauth/clients/:id',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,,AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'analytics',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,,AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'keys/:id/rotate',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,,AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,'webhook/test',AUTH,  @Post('oauth/clients')
developer-platform.controller.ts,,AUTH,  @Post('oauth/clients')
import-export.controller.ts,'import/preview',AUTH,  @Post('import/preview')
import-export.controller.ts,,AUTH,  @Post('import/preview')
import-export.controller.ts,'import/execute',AUTH,  @Post('import/preview')
import-export.controller.ts,,AUTH,  @Post('import/preview')
import-export.controller.ts,'export/execute',AUTH,  @Post('import/preview')
import-export.controller.ts,,AUTH,  @Post('import/preview')
import-export.controller.ts,'jobs',AUTH,  @Post('import/preview')
import-export.controller.ts,,AUTH,  @Post('import/preview')
import-export.controller.ts,'jobs/:id',AUTH,  @Post('import/preview')
import-export.controller.ts,,AUTH,  @Post('import/preview')
sync-scheduler.controller.ts,'schedules',AUTH,  @Post('schedules')
sync-scheduler.controller.ts,,AUTH,  @Post('schedules')
sync-scheduler.controller.ts,'schedules',AUTH,  @Post('schedules')
sync-scheduler.controller.ts,,AUTH,  @Post('schedules')
sync-scheduler.controller.ts,'trigger',AUTH,  @Post('schedules')
sync-scheduler.controller.ts,,AUTH,  @Post('schedules')
sync-scheduler.controller.ts,'history',AUTH,  @Post('schedules')
sync-scheduler.controller.ts,,AUTH,  @Post('schedules')
sync-scheduler.controller.ts,'errors',AUTH,  @Post('schedules')
sync-scheduler.controller.ts,,AUTH,  @Post('schedules')
sync-scheduler.controller.ts,'errors/:id/resolve',AUTH,  @Post('schedules')
sync-scheduler.controller.ts,,AUTH,  @Post('schedules')
enterprise-event-bus.controller.ts,'publish',AUTH,  @Post('publish')
enterprise-event-bus.controller.ts,,AUTH,  @Post('publish')
enterprise-event-bus.controller.ts,'history',AUTH,  @Post('publish')
enterprise-event-bus.controller.ts,,AUTH,  @Post('publish')
enterprise-event-bus.controller.ts,'replay',AUTH,  @Post('publish')
enterprise-event-bus.controller.ts,,AUTH,  @Post('publish')
enterprise-integration-hub.controller.ts,'catalog',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,'installed',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,,AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,'configure',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,,AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,'connections/:id/enable',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,,AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,'connections/:id/disable',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,,AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,'connections/:id/version',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,,AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,'connections/:id/health',AUTH,  @Get('catalog')
enterprise-integration-hub.controller.ts,,AUTH,  @Get('catalog')
gateway.controller.ts,':provider/webhook/:companyId',AUTH,
factoring.controller.ts,'submit',AUTH,  @Post('submit')
factoring.controller.ts,,AUTH,  @Post('submit')
factoring.controller.ts,'dashboard',AUTH,  @Post('submit')
factoring.controller.ts,,AUTH,  @Post('submit')
factoring.controller.ts,'stripe/connect',AUTH,  @Post('submit')
factoring.controller.ts,,AUTH,  @Post('submit')
feedback.controller.ts,':id/feedback',AUTH,  @Post(':id/feedback')
feedback.controller.ts,,AUTH,  @Post(':id/feedback')
optimization.controller.ts,'scenarios/generate',AUTH,  @Post('scenarios/generate')
optimization.controller.ts,,AUTH,  @Post('scenarios/generate')
optimization.controller.ts,'scenarios',AUTH,  @Post('scenarios/generate')
optimization.controller.ts,,AUTH,  @Post('scenarios/generate')
optimization.controller.ts,'scenarios/:id',AUTH,  @Post('scenarios/generate')
optimization.controller.ts,,AUTH,  @Post('scenarios/generate')
optimization.controller.ts,'scenarios/:id/accept',AUTH,  @Post('scenarios/generate')
optimization.controller.ts,,AUTH,  @Post('scenarios/generate')
optimization.controller.ts,'scenarios/simulate',AUTH,  @Post('scenarios/generate')
optimization.controller.ts,,AUTH,  @Post('scenarios/generate')
optimization.controller.ts,'analytics/executive',AUTH,  @Post('scenarios/generate')
optimization.controller.ts,,AUTH,  @Post('scenarios/generate')
dispatch-operations.controller.ts,'control-tower/dashboard',AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,,AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,'control-tower/active-trips',AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,,AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,'live-fleet/map',AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,,AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,'ai/trip/:tripId/predict-eta',AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,,AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,'ai/trip/:tripId/risk',AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,,AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,'ai/load/:loadId/recommend-driver',AUTH,  @Get('control-tower/dashboard')
dispatch-operations.controller.ts,,AUTH,  @Get('control-tower/dashboard')
dispatch.controller.ts,'board',AUTH,  @Get('board')
dispatch.controller.ts,,AUTH,  @Get('board')
dispatch.controller.ts,'board/move',AUTH,  @Get('board')
dispatch.controller.ts,,AUTH,  @Get('board')
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,':planId/candidates',AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,':planId/assign',AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,':planId/cancel',AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,'kpi',AUTH,  @Post()
planning.controller.ts,,AUTH,  @Post()
planning.controller.ts,':planId',AUTH,  @Post()
